5030	ShopBuyS2C
5034	PursuitS2C
5036	BattleUseCardS2C
5038	BattleThrowDiceS2C
5040	BattleChoiceS2C
5042	LotteryChoiceS2C
5044	MoveAgainS2C
5048	AskBattleS2C
5050	RollGoldS2C
5052	EventThrowDiceS2C
5054	TriggerEventS2C
5056	UseEffectCardS2C
5060	BombThrowDiceS2C
5062	ChoiceDirectionS2C
5064	LandChoiceTargetS2C
5068	ThrowDiceResultS2C
5070	TriggerDivinationS2C
5072	TriggerDestinyS2C
5074	UseQuickCardS2C
5076	AbandonCardS2C
5078	StopOrContinueS2C
5082	StartGambleS2C
5084	GambleThrowDicS2C
5086	ChoiceHeroS2C2
5088	AffirmHeroS2C
5090	SearchRoomS2C
5094	TriggerHospitalS2C
5096	SendChatS2C
5098	PlayerShopBuyS2C
5100	PlayerUseItemS2C
5102	UseTreasureS2C
5104	SetFashionS2C
5106	SelectFashionPlanS2C
5108	GachaS2C
5110	SteamSearchRoomS2C
5112	CheatItemS2C
5114	RoleCardUpLvS2C
5116	RoleCardBreakThroughS2C
5118	RoleCardChoiceResS2C
5120	TaskRewardS2C
5122	TeachingS2C
5124	UseTreasureAutoTransformS2C
5126	QuickJoinRoomS2C
5128	RoomKickPlayerS2C
5130	RoomAbdicationS2C
5132	RoomReadyS2C
5134	ChargeCreateS2C
5136	ChargeS2C
5138	GiftCdkS2C
5140	MailReadS2C
5142	MailGetRewardS2C
5144	MailDelReadS2C
5146	GachaRecordS2C
5148	ActivityTaskRewardS2C
5150	RoomShortChatS2C
5152	SetShowPlayerS2C
5154	GetShowPlayerS2C
5156	GetPlayerFightRecordS2C
5158	GetDay7RewardS2C
5160	PraisePlayerS2C
5162	ClientDataUploadS2C
5164	FriendListS2C
5166	FriendApplyS2C
5168	FriendApplyListS2C
5170	FriendApplyOpS2C
5172	FriendOpS2C
5174	FriendInviteS2C
5176	FriendInviteListS2C
5180	FriendInviteCleanS2C
5182	FriendBlacksListS2C
5184	NearFightPlayerS2C
5186	SearchPlayerS2C
5188	ScratchCardS2C
5190	NextScratchCardPoolS2C
5192	WatchJoinRoomS2C
5194	WatchRefreshRoomStateS2C
5196	WatchExitRoomS2C
5198	BattlePassGetRewardS2C
5200	BattlePassTaskRewardS2C
5202	BattlePassUpLvS2C
5204	FriendSendMsgS2C
5206	GetChatMsgS2C
5208	ReadChatMsgS2C
5210	DelChatMsgInfoS2C
5212	SelectRelicS2C
5214	MonsterPursuitS2C
5216	PVEShopBuyS2C
5218	ClientCheckTaskS2C
5220	PveHeroUpLvS2C
5222	StartMatchS2C
5224	CancelMatchS2C
5226	MatchSuccessS2C
5228	AccuseS2C
5230	SingleCampaignS2C
5232	DevChargeS2C
5234	AskReviveTeammateS2C
5236	GetSignInRewardS2C
5238	ChatMapMarkersS2C
5240	AbroadCreateOrderS2C
5244	AgeVerifyS2C
5246	ChangeNameS2C
5248	ClientClickConfirmTaskS2C
5250	BuyRelicS2C
5252	BuyLightGiftS2C
5254	LightGiftS2C
5256	AcquisitionS2C
5258	AcquisitionRewardS2C
5260	SelectMechanismS2C
5262	GachaCountRewardS2C
5264	GetPlayerSimpleS2C
5266	RoleCardCollectS2C
5268	GMPlayerSettingS2C
5270	SetFriendNoteS2C
5272	SetOnlineStatusS2C
5306	ChooseSkinS2C
5308	TimeWastingS2C
5310	VoteS2C
5312	VoteSelectS2C
5314	NotifyStoryS2C
5316	PveHeroTalentUpS2C
5318	SelectEventS2C
5320	CampScoreS2C
5322	ActivityMissionRewardS2C
5324	VendorBuyCardS2C
5326	TransferStarDiscS2C
5328	GetHeroInfoS2C
5330	CreateMatchTeamS2C
5332	ChangeMatchTeamS2C
5334	JoinMatchTeamS2C
5336	ExitMatchTeamS2C
5338	RefreshMatchTeamInfoS2C
5340	ChinaCreateOrderS2C
5342	MatchTeamInviteS2C
5344	MatchTeamChatS2C
5346	MatchTeamReadyS2C
5348	PlayerChatS2C
5350	SyncSingleGameDataS2C
5352	SingleGameDataS2C
5354	GetActivityPassRewardS2C
5356	ApplyChangeSlotS2C
5358	OpsChangeSlotS2C
5360	RookieGachaRewardS2C
5362	LiveGiftPackageS2C
5364	LaborActDiceS2C
5366	ActionOverTimeLogS2C
5370	ClientHarmonyS2C
5372	MailStarS2C
5374	SetCardAltArtS2C
5378	SelectRewardCardS2C
5380	GetReturnInfoS2C
5382	ReturnGiftClaimS2C
5384	ReturnSignInClaimS2C
5386	ReturnSurveyFinishS2C
5388	FlipCardS2C
5390	FlipCardProgressRewardS2C
5396	GetQuestionUrlS2C
9002	CreateGuildS2C
9004	SearchGuildS2C
9006	ApplyToGuildS2C
9008	ProcessGuildApplicationS2C
9010	SendGuildInvitationS2C
9012	ProcessGuildInvitationS2C
9014	GetGuildInfoS2C
9016	UpdateGuildSettingsS2C
9018	UpdateGuildInAnnouncementS2C
9020	TransferGuildMasterS2C
9022	ChangeGuildMemberTitleS2C
9024	KickGuildMemberS2C
9026	ImpeachGuildMasterS2C
9028	ExitGuildS2C
9030	DisbandGuildS2C
9032	GuildMissionRewardS2C
9034	GetGuildMemberChangeMsgS2C
9036	SendGuildChatMsgS2C
9038	GetGuildChatMsgS2C
9040	GuildMemberS2C
9042	GetGuildsInfoS2C
